,model,nb_neurones_per_layers,nb_layers,future_temporal_horizon,activation,batchsize,future_delay,smoothing,subsampling_dt,state_configuration,data,data_dt,learning_rate,nb_collocations,seed,transfer_learning,train_on_collocation,ensemble_collocation,early_stopping,nb_epochs,training_name,pretrained_idx,status,training_idx
329,discrepancy,8,4,0.5,tanh,512,0.05,0.0,0.05,dof2,february_2024,0.005,0.001,0,43,0,0,0.0,1,1500,training_discrepancy_dof2,14.0,,329
330,discrepancy,16,4,0.5,tanh,512,0.05,0.0,0.05,dof2,february_2024,0.005,0.001,0,43,0,0,0.0,1,1500,training_discrepancy_dof2,0.0,,330
331,discrepancy,16,4,0.5,tanh,512,0.05,0.0,0.05,dof2,february_2024,0.005,0.001,0,43,0,0,0.0,1,1500,training_discrepancy_dof2,1.0,,331
332,discrepancy,16,4,0.5,tanh,512,0.05,0.0,0.05,dof2,february_2024,0.005,0.001,0,43,0,0,0.0,1,1500,training_discrepancy_dof2,2.0,,332
333,discrepancy,16,4,0.5,tanh,512,0.05,0.0,0.05,dof2,february_2024,0.005,0.001,0,43,0,0,0.0,1,1500,training_discrepancy_dof2,3.0,,333
334,discrepancy,16,4,0.5,tanh,512,0.05,0.0,0.05,dof2,february_2024,0.005,0.001,0,43,0,0,0.0,1,1500,training_discrepancy_dof2,4.0,,334
335,discrepancy,16,4,0.5,tanh,512,0.05,0.0,0.05,dof2,february_2024,0.005,0.001,0,43,0,0,0.0,1,1500,training_discrepancy_dof2,5.0,,335
336,discrepancy,16,4,0.5,tanh,512,0.05,0.0,0.05,dof2,february_2024,0.005,0.001,0,43,0,0,0.0,1,1500,training_discrepancy_dof2,6.0,,336
337,discrepancy,16,4,0.5,tanh,512,0.05,0.0,0.05,dof2,february_2024,0.005,0.001,0,43,0,0,0.0,1,1500,training_discrepancy_dof2,7.0,,337
338,discrepancy,16,4,0.5,tanh,512,0.05,0.0,0.05,dof2,february_2024,0.005,0.001,0,43,0,0,0.0,1,1500,training_discrepancy_dof2,8.0,,338
339,discrepancy,16,4,0.5,tanh,512,0.05,0.0,0.05,dof2,february_2024,0.005,0.001,0,43,0,0,0.0,1,1500,training_discrepancy_dof2,9.0,,339
340,discrepancy,16,4,0.5,tanh,512,0.05,0.0,0.05,dof2,february_2024,0.005,0.001,0,43,0,0,0.0,1,1500,training_discrepancy_dof2,10.0,,340
341,discrepancy,16,4,0.5,tanh,512,0.05,0.0,0.05,dof2,february_2024,0.005,0.001,0,43,0,0,0.0,1,1500,training_discrepancy_dof2,11.0,,341
342,discrepancy,16,4,0.5,tanh,512,0.05,0.0,0.05,dof2,february_2024,0.005,0.001,0,43,0,0,0.0,1,1500,training_discrepancy_dof2,12.0,,342
343,discrepancy,16,4,0.5,tanh,512,0.05,0.0,0.05,dof2,february_2024,0.005,0.001,0,43,0,0,0.0,1,1500,training_discrepancy_dof2,13.0,,343
344,discrepancy,16,4,0.5,tanh,512,0.05,0.0,0.05,dof2,february_2024,0.005,0.001,0,43,0,0,0.0,1,1500,training_discrepancy_dof2,14.0,,344
345,discrepancy,24,4,0.5,tanh,512,0.05,0.0,0.05,dof2,february_2024,0.005,0.001,0,43,0,0,0.0,1,1500,training_discrepancy_dof2,0.0,,345
346,discrepancy,24,4,0.5,tanh,512,0.05,0.0,0.05,dof2,february_2024,0.005,0.001,0,43,0,0,0.0,1,1500,training_discrepancy_dof2,1.0,,346
347,discrepancy,24,4,0.5,tanh,512,0.05,0.0,0.05,dof2,february_2024,0.005,0.001,0,43,0,0,0.0,1,1500,training_discrepancy_dof2,2.0,,347
348,discrepancy,24,4,0.5,tanh,512,0.05,0.0,0.05,dof2,february_2024,0.005,0.001,0,43,0,0,0.0,1,1500,training_discrepancy_dof2,3.0,,348
349,discrepancy,24,4,0.5,tanh,512,0.05,0.0,0.05,dof2,february_2024,0.005,0.001,0,43,0,0,0.0,1,1500,training_discrepancy_dof2,4.0,,349
350,discrepancy,24,4,0.5,tanh,512,0.05,0.0,0.05,dof2,february_2024,0.005,0.001,0,43,0,0,0.0,1,1500,training_discrepancy_dof2,5.0,,350
351,discrepancy,24,4,0.5,tanh,512,0.05,0.0,0.05,dof2,february_2024,0.005,0.001,0,43,0,0,0.0,1,1500,training_discrepancy_dof2,6.0,,351
352,discrepancy,24,4,0.5,tanh,512,0.05,0.0,0.05,dof2,february_2024,0.005,0.001,0,43,0,0,0.0,1,1500,training_discrepancy_dof2,7.0,,352
353,discrepancy,24,4,0.5,tanh,512,0.05,0.0,0.05,dof2,february_2024,0.005,0.001,0,43,0,0,0.0,1,1500,training_discrepancy_dof2,8.0,,353
354,discrepancy,24,4,0.5,tanh,512,0.05,0.0,0.05,dof2,february_2024,0.005,0.001,0,43,0,0,0.0,1,1500,training_discrepancy_dof2,9.0,,354
355,discrepancy,24,4,0.5,tanh,512,0.05,0.0,0.05,dof2,february_2024,0.005,0.001,0,43,0,0,0.0,1,1500,training_discrepancy_dof2,10.0,,355
356,discrepancy,24,4,0.5,tanh,512,0.05,0.0,0.05,dof2,february_2024,0.005,0.001,0,43,0,0,0.0,1,1500,training_discrepancy_dof2,11.0,,356
357,discrepancy,24,4,0.5,tanh,512,0.05,0.0,0.05,dof2,february_2024,0.005,0.001,0,43,0,0,0.0,1,1500,training_discrepancy_dof2,12.0,,357
358,discrepancy,24,4,0.5,tanh,512,0.05,0.0,0.05,dof2,february_2024,0.005,0.001,0,43,0,0,0.0,1,1500,training_discrepancy_dof2,13.0,,358
359,discrepancy,24,4,0.5,tanh,512,0.05,0.0,0.05,dof2,february_2024,0.005,0.001,0,43,0,0,0.0,1,1500,training_discrepancy_dof2,14.0,,359
360,discrepancy,8,4,0.05,tanh,512,0.05,0.0,0.05,dof2,february_2024,0.005,0.001,0,43,0,0,0.0,1,1500,training_discrepancy_dof2,0.0,,360
361,discrepancy,8,4,0.05,tanh,512,0.05,0.0,0.05,dof2,february_2024,0.005,0.001,0,43,0,0,0.0,1,1500,training_discrepancy_dof2,1.0,,361
362,discrepancy,8,4,0.05,tanh,512,0.05,0.0,0.05,dof2,february_2024,0.005,0.001,0,43,0,0,0.0,1,1500,training_discrepancy_dof2,2.0,,362
363,discrepancy,8,4,0.05,tanh,512,0.05,0.0,0.05,dof2,february_2024,0.005,0.001,0,43,0,0,0.0,1,1500,training_discrepancy_dof2,3.0,,363
364,discrepancy,8,4,0.05,tanh,512,0.05,0.0,0.05,dof2,february_2024,0.005,0.001,0,43,0,0,0.0,1,1500,training_discrepancy_dof2,4.0,,364
365,discrepancy,8,4,0.05,tanh,512,0.05,0.0,0.05,dof2,february_2024,0.005,0.001,0,43,0,0,0.0,1,1500,training_discrepancy_dof2,5.0,,365
366,discrepancy,8,4,0.05,tanh,512,0.05,0.0,0.05,dof2,february_2024,0.005,0.001,0,43,0,0,0.0,1,1500,training_discrepancy_dof2,6.0,,366
367,discrepancy,8,4,0.05,tanh,512,0.05,0.0,0.05,dof2,february_2024,0.005,0.001,0,43,0,0,0.0,1,1500,training_discrepancy_dof2,7.0,,367
368,discrepancy,8,4,0.05,tanh,512,0.05,0.0,0.05,dof2,february_2024,0.005,0.001,0,43,0,0,0.0,1,1500,training_discrepancy_dof2,8.0,,368
369,discrepancy,8,4,0.05,tanh,512,0.05,0.0,0.05,dof2,february_2024,0.005,0.001,0,43,0,0,0.0,1,1500,training_discrepancy_dof2,9.0,,369
370,discrepancy,8,4,0.05,tanh,512,0.05,0.0,0.05,dof2,february_2024,0.005,0.001,0,43,0,0,0.0,1,1500,training_discrepancy_dof2,10.0,,370
371,discrepancy,8,4,0.05,tanh,512,0.05,0.0,0.05,dof2,february_2024,0.005,0.001,0,43,0,0,0.0,1,1500,training_discrepancy_dof2,11.0,,371
372,discrepancy,8,4,0.05,tanh,512,0.05,0.0,0.05,dof2,february_2024,0.005,0.001,0,43,0,0,0.0,1,1500,training_discrepancy_dof2,12.0,,372
373,discrepancy,8,4,0.05,tanh,512,0.05,0.0,0.05,dof2,february_2024,0.005,0.001,0,43,0,0,0.0,1,1500,training_discrepancy_dof2,13.0,,373
374,discrepancy,8,4,0.05,tanh,512,0.05,0.0,0.05,dof2,february_2024,0.005,0.001,0,43,0,0,0.0,1,1500,training_discrepancy_dof2,14.0,,374
375,discrepancy,16,4,0.05,tanh,512,0.05,0.0,0.05,dof2,february_2024,0.005,0.001,0,43,0,0,0.0,1,1500,training_discrepancy_dof2,0.0,,375
376,discrepancy,16,4,0.05,tanh,512,0.05,0.0,0.05,dof2,february_2024,0.005,0.001,0,43,0,0,0.0,1,1500,training_discrepancy_dof2,1.0,,376
377,discrepancy,16,4,0.05,tanh,512,0.05,0.0,0.05,dof2,february_2024,0.005,0.001,0,43,0,0,0.0,1,1500,training_discrepancy_dof2,2.0,,377
378,discrepancy,16,4,0.05,tanh,512,0.05,0.0,0.05,dof2,february_2024,0.005,0.001,0,43,0,0,0.0,1,1500,training_discrepancy_dof2,3.0,,378
379,discrepancy,16,4,0.05,tanh,512,0.05,0.0,0.05,dof2,february_2024,0.005,0.001,0,43,0,0,0.0,1,1500,training_discrepancy_dof2,4.0,,379
380,discrepancy,16,4,0.05,tanh,512,0.05,0.0,0.05,dof2,february_2024,0.005,0.001,0,43,0,0,0.0,1,1500,training_discrepancy_dof2,5.0,,380
381,discrepancy,16,4,0.05,tanh,512,0.05,0.0,0.05,dof2,february_2024,0.005,0.001,0,43,0,0,0.0,1,1500,training_discrepancy_dof2,6.0,,381
382,discrepancy,16,4,0.05,tanh,512,0.05,0.0,0.05,dof2,february_2024,0.005,0.001,0,43,0,0,0.0,1,1500,training_discrepancy_dof2,7.0,,382
383,discrepancy,16,4,0.05,tanh,512,0.05,0.0,0.05,dof2,february_2024,0.005,0.001,0,43,0,0,0.0,1,1500,training_discrepancy_dof2,8.0,,383
384,discrepancy,16,4,0.05,tanh,512,0.05,0.0,0.05,dof2,february_2024,0.005,0.001,0,43,0,0,0.0,1,1500,training_discrepancy_dof2,9.0,,384
385,discrepancy,16,4,0.05,tanh,512,0.05,0.0,0.05,dof2,february_2024,0.005,0.001,0,43,0,0,0.0,1,1500,training_discrepancy_dof2,10.0,,385
386,discrepancy,16,4,0.05,tanh,512,0.05,0.0,0.05,dof2,february_2024,0.005,0.001,0,43,0,0,0.0,1,1500,training_discrepancy_dof2,11.0,,386
387,discrepancy,16,4,0.05,tanh,512,0.05,0.0,0.05,dof2,february_2024,0.005,0.001,0,43,0,0,0.0,1,1500,training_discrepancy_dof2,12.0,,387
388,discrepancy,16,4,0.05,tanh,512,0.05,0.0,0.05,dof2,february_2024,0.005,0.001,0,43,0,0,0.0,1,1500,training_discrepancy_dof2,13.0,,388
389,discrepancy,16,4,0.05,tanh,512,0.05,0.0,0.05,dof2,february_2024,0.005,0.001,0,43,0,0,0.0,1,1500,training_discrepancy_dof2,14.0,,389
390,discrepancy,24,4,0.05,tanh,512,0.05,0.0,0.05,dof2,february_2024,0.005,0.001,0,43,0,0,0.0,1,1500,training_discrepancy_dof2,0.0,,390
391,discrepancy,24,4,0.05,tanh,512,0.05,0.0,0.05,dof2,february_2024,0.005,0.001,0,43,0,0,0.0,1,1500,training_discrepancy_dof2,1.0,,391
392,discrepancy,24,4,0.05,tanh,512,0.05,0.0,0.05,dof2,february_2024,0.005,0.001,0,43,0,0,0.0,1,1500,training_discrepancy_dof2,2.0,,392
393,discrepancy,24,4,0.05,tanh,512,0.05,0.0,0.05,dof2,february_2024,0.005,0.001,0,43,0,0,0.0,1,1500,training_discrepancy_dof2,3.0,,393
394,discrepancy,24,4,0.05,tanh,512,0.05,0.0,0.05,dof2,february_2024,0.005,0.001,0,43,0,0,0.0,1,1500,training_discrepancy_dof2,4.0,,394
395,discrepancy,24,4,0.05,tanh,512,0.05,0.0,0.05,dof2,february_2024,0.005,0.001,0,43,0,0,0.0,1,1500,training_discrepancy_dof2,5.0,,395
396,discrepancy,24,4,0.05,tanh,512,0.05,0.0,0.05,dof2,february_2024,0.005,0.001,0,43,0,0,0.0,1,1500,training_discrepancy_dof2,6.0,,396
397,discrepancy,24,4,0.05,tanh,512,0.05,0.0,0.05,dof2,february_2024,0.005,0.001,0,43,0,0,0.0,1,1500,training_discrepancy_dof2,7.0,,397
398,discrepancy,24,4,0.05,tanh,512,0.05,0.0,0.05,dof2,february_2024,0.005,0.001,0,43,0,0,0.0,1,1500,training_discrepancy_dof2,8.0,,398
399,discrepancy,24,4,0.05,tanh,512,0.05,0.0,0.05,dof2,february_2024,0.005,0.001,0,43,0,0,0.0,1,1500,training_discrepancy_dof2,9.0,,399
400,discrepancy,24,4,0.05,tanh,512,0.05,0.0,0.05,dof2,february_2024,0.005,0.001,0,43,0,0,0.0,1,1500,training_discrepancy_dof2,10.0,,400
401,discrepancy,24,4,0.05,tanh,512,0.05,0.0,0.05,dof2,february_2024,0.005,0.001,0,43,0,0,0.0,1,1500,training_discrepancy_dof2,11.0,,401
402,discrepancy,24,4,0.05,tanh,512,0.05,0.0,0.05,dof2,february_2024,0.005,0.001,0,43,0,0,0.0,1,1500,training_discrepancy_dof2,12.0,,402
403,discrepancy,24,4,0.05,tanh,512,0.05,0.0,0.05,dof2,february_2024,0.005,0.001,0,43,0,0,0.0,1,1500,training_discrepancy_dof2,13.0,,403
404,discrepancy,24,4,0.05,tanh,512,0.05,0.0,0.05,dof2,february_2024,0.005,0.001,0,43,0,0,0.0,1,1500,training_discrepancy_dof2,14.0,,404
405,discrepancy,8,4,1.0,tanh,512,0.05,0.0,0.05,dof2,february_2024,0.005,0.001,0,43,0,0,0.0,1,1500,training_discrepancy_dof2,0.0,,405
406,discrepancy,8,4,1.0,tanh,512,0.05,0.0,0.05,dof2,february_2024,0.005,0.001,0,43,0,0,0.0,1,1500,training_discrepancy_dof2,1.0,,406
407,discrepancy,8,4,1.0,tanh,512,0.05,0.0,0.05,dof2,february_2024,0.005,0.001,0,43,0,0,0.0,1,1500,training_discrepancy_dof2,2.0,,407
408,discrepancy,8,4,1.0,tanh,512,0.05,0.0,0.05,dof2,february_2024,0.005,0.001,0,43,0,0,0.0,1,1500,training_discrepancy_dof2,3.0,,408
409,discrepancy,8,4,1.0,tanh,512,0.05,0.0,0.05,dof2,february_2024,0.005,0.001,0,43,0,0,0.0,1,1500,training_discrepancy_dof2,4.0,,409
410,discrepancy,8,4,1.0,tanh,512,0.05,0.0,0.05,dof2,february_2024,0.005,0.001,0,43,0,0,0.0,1,1500,training_discrepancy_dof2,5.0,,410
411,discrepancy,8,4,1.0,tanh,512,0.05,0.0,0.05,dof2,february_2024,0.005,0.001,0,43,0,0,0.0,1,1500,training_discrepancy_dof2,6.0,,411
412,discrepancy,8,4,1.0,tanh,512,0.05,0.0,0.05,dof2,february_2024,0.005,0.001,0,43,0,0,0.0,1,1500,training_discrepancy_dof2,7.0,,412
413,discrepancy,8,4,1.0,tanh,512,0.05,0.0,0.05,dof2,february_2024,0.005,0.001,0,43,0,0,0.0,1,1500,training_discrepancy_dof2,8.0,,413
414,discrepancy,8,4,1.0,tanh,512,0.05,0.0,0.05,dof2,february_2024,0.005,0.001,0,43,0,0,0.0,1,1500,training_discrepancy_dof2,9.0,,414
415,discrepancy,8,4,1.0,tanh,512,0.05,0.0,0.05,dof2,february_2024,0.005,0.001,0,43,0,0,0.0,1,1500,training_discrepancy_dof2,10.0,,415
416,discrepancy,8,4,1.0,tanh,512,0.05,0.0,0.05,dof2,february_2024,0.005,0.001,0,43,0,0,0.0,1,1500,training_discrepancy_dof2,11.0,,416
417,discrepancy,8,4,1.0,tanh,512,0.05,0.0,0.05,dof2,february_2024,0.005,0.001,0,43,0,0,0.0,1,1500,training_discrepancy_dof2,12.0,,417
418,discrepancy,8,4,1.0,tanh,512,0.05,0.0,0.05,dof2,february_2024,0.005,0.001,0,43,0,0,0.0,1,1500,training_discrepancy_dof2,13.0,,418
419,discrepancy,8,4,1.0,tanh,512,0.05,0.0,0.05,dof2,february_2024,0.005,0.001,0,43,0,0,0.0,1,1500,training_discrepancy_dof2,14.0,,419
420,discrepancy,16,4,1.0,tanh,512,0.05,0.0,0.05,dof2,february_2024,0.005,0.001,0,43,0,0,0.0,1,1500,training_discrepancy_dof2,0.0,,420
421,discrepancy,16,4,1.0,tanh,512,0.05,0.0,0.05,dof2,february_2024,0.005,0.001,0,43,0,0,0.0,1,1500,training_discrepancy_dof2,1.0,,421
422,discrepancy,16,4,1.0,tanh,512,0.05,0.0,0.05,dof2,february_2024,0.005,0.001,0,43,0,0,0.0,1,1500,training_discrepancy_dof2,2.0,,422
423,discrepancy,16,4,1.0,tanh,512,0.05,0.0,0.05,dof2,february_2024,0.005,0.001,0,43,0,0,0.0,1,1500,training_discrepancy_dof2,3.0,,423
424,discrepancy,16,4,1.0,tanh,512,0.05,0.0,0.05,dof2,february_2024,0.005,0.001,0,43,0,0,0.0,1,1500,training_discrepancy_dof2,4.0,,424
425,discrepancy,16,4,1.0,tanh,512,0.05,0.0,0.05,dof2,february_2024,0.005,0.001,0,43,0,0,0.0,1,1500,training_discrepancy_dof2,5.0,,425
426,discrepancy,16,4,1.0,tanh,512,0.05,0.0,0.05,dof2,february_2024,0.005,0.001,0,43,0,0,0.0,1,1500,training_discrepancy_dof2,6.0,,426
427,discrepancy,16,4,1.0,tanh,512,0.05,0.0,0.05,dof2,february_2024,0.005,0.001,0,43,0,0,0.0,1,1500,training_discrepancy_dof2,7.0,,427
428,discrepancy,16,4,1.0,tanh,512,0.05,0.0,0.05,dof2,february_2024,0.005,0.001,0,43,0,0,0.0,1,1500,training_discrepancy_dof2,8.0,,428
429,discrepancy,16,4,1.0,tanh,512,0.05,0.0,0.05,dof2,february_2024,0.005,0.001,0,43,0,0,0.0,1,1500,training_discrepancy_dof2,9.0,,429
430,discrepancy,16,4,1.0,tanh,512,0.05,0.0,0.05,dof2,february_2024,0.005,0.001,0,43,0,0,0.0,1,1500,training_discrepancy_dof2,10.0,,430
431,discrepancy,16,4,1.0,tanh,512,0.05,0.0,0.05,dof2,february_2024,0.005,0.001,0,43,0,0,0.0,1,1500,training_discrepancy_dof2,11.0,,431
432,discrepancy,16,4,1.0,tanh,512,0.05,0.0,0.05,dof2,february_2024,0.005,0.001,0,43,0,0,0.0,1,1500,training_discrepancy_dof2,12.0,,432
433,discrepancy,16,4,1.0,tanh,512,0.05,0.0,0.05,dof2,february_2024,0.005,0.001,0,43,0,0,0.0,1,1500,training_discrepancy_dof2,13.0,,433
434,discrepancy,16,4,1.0,tanh,512,0.05,0.0,0.05,dof2,february_2024,0.005,0.001,0,43,0,0,0.0,1,1500,training_discrepancy_dof2,14.0,,434
435,discrepancy,24,4,1.0,tanh,512,0.05,0.0,0.05,dof2,february_2024,0.005,0.001,0,43,0,0,0.0,1,1500,training_discrepancy_dof2,0.0,,435
436,discrepancy,24,4,1.0,tanh,512,0.05,0.0,0.05,dof2,february_2024,0.005,0.001,0,43,0,0,0.0,1,1500,training_discrepancy_dof2,1.0,,436
437,discrepancy,24,4,1.0,tanh,512,0.05,0.0,0.05,dof2,february_2024,0.005,0.001,0,43,0,0,0.0,1,1500,training_discrepancy_dof2,2.0,,437
438,discrepancy,24,4,1.0,tanh,512,0.05,0.0,0.05,dof2,february_2024,0.005,0.001,0,43,0,0,0.0,1,1500,training_discrepancy_dof2,3.0,,438
439,discrepancy,24,4,1.0,tanh,512,0.05,0.0,0.05,dof2,february_2024,0.005,0.001,0,43,0,0,0.0,1,1500,training_discrepancy_dof2,4.0,,439
440,discrepancy,24,4,1.0,tanh,512,0.05,0.0,0.05,dof2,february_2024,0.005,0.001,0,43,0,0,0.0,1,1500,training_discrepancy_dof2,5.0,,440
441,discrepancy,24,4,1.0,tanh,512,0.05,0.0,0.05,dof2,february_2024,0.005,0.001,0,43,0,0,0.0,1,1500,training_discrepancy_dof2,6.0,,441
442,discrepancy,24,4,1.0,tanh,512,0.05,0.0,0.05,dof2,february_2024,0.005,0.001,0,43,0,0,0.0,1,1500,training_discrepancy_dof2,7.0,,442
443,discrepancy,24,4,1.0,tanh,512,0.05,0.0,0.05,dof2,february_2024,0.005,0.001,0,43,0,0,0.0,1,1500,training_discrepancy_dof2,8.0,,443
444,discrepancy,24,4,1.0,tanh,512,0.05,0.0,0.05,dof2,february_2024,0.005,0.001,0,43,0,0,0.0,1,1500,training_discrepancy_dof2,9.0,,444
445,discrepancy,24,4,1.0,tanh,512,0.05,0.0,0.05,dof2,february_2024,0.005,0.001,0,43,0,0,0.0,1,1500,training_discrepancy_dof2,10.0,,445
446,discrepancy,24,4,1.0,tanh,512,0.05,0.0,0.05,dof2,february_2024,0.005,0.001,0,43,0,0,0.0,1,1500,training_discrepancy_dof2,11.0,,446
447,discrepancy,24,4,1.0,tanh,512,0.05,0.0,0.05,dof2,february_2024,0.005,0.001,0,43,0,0,0.0,1,1500,training_discrepancy_dof2,12.0,,447
448,discrepancy,24,4,1.0,tanh,512,0.05,0.0,0.05,dof2,february_2024,0.005,0.001,0,43,0,0,0.0,1,1500,training_discrepancy_dof2,13.0,,448
449,discrepancy,24,4,1.0,tanh,512,0.05,0.0,0.05,dof2,february_2024,0.005,0.001,0,43,0,0,0.0,1,1500,training_discrepancy_dof2,14.0,,449
